term,refused_count,complied_count,log_odds
ck,131,141,-0.07302513501488989
profiling,12,13,-0.07410797215372183
milliseconds,12,13,-0.07410797215372183
participant,12,13,-0.07410797215372183
researchers,12,13,-0.07410797215372183
cmd,88,95,-0.07571182173569636
payment,36,39,-0.0779615414697118
tasks,72,78,-0.07898841131863032
sessionid,58,63,-0.0813456394539524
httpclient,34,37,-0.08223809823697212
dedicated,22,24,-0.08338160893905101
directives,56,61,-0.08408311721054144
standard,265,289,-0.0863846141988207
imports,10,11,-0.0870113769896298
att,131,143,-0.0870113769896298
regions,43,47,-0.0870113769896298
bytecode,10,11,-0.0870113769896298
bounds,21,23,-0.0870113769896298
cisco,10,11,-0.0870113769896298
preserved,10,11,-0.0870113769896298
protections,10,11,-0.0870113769896298
checksum,64,70,-0.0882926071456783
execute,345,377,-0.08845542056186342
markers,63,69,-0.08961215868968717
completion,62,68,-0.09097177820572676
unlock,30,33,-0.09237332013101517
material,50,55,-0.09352605801082348
workers,50,55,-0.09352605801082348
probing,9,10,-0.0953101798043249
children,9,10,-0.0953101798043249
mirrors,19,21,-0.0953101798043249
history,28,31,-0.09844007281325252
unique,66,73,-0.09937247381320373
hands,8,9,-0.10536051565782628
relevant,17,19,-0.10536051565782628
iframe,17,19,-0.10536051565782628
securely,17,19,-0.10536051565782628
delay,44,49,-0.10536051565782628
aggregates,8,9,-0.10536051565782628
webrequest,8,9,-0.10536051565782628
online,8,9,-0.10536051565782628
sizes,8,9,-0.10536051565782628
pool,106,118,-0.10629465864962319
encrypt,61,68,-0.10697211955216783
rendering,43,48,-0.10763066419236544
exponential,43,48,-0.10763066419236544
extract,239,267,-0.11034805716886534
varied,16,18,-0.11122563511022437
verified,16,18,-0.11122563511022437
jitter,41,46,-0.11247798342669033
pass,1236,1385,-0.11373280735736069
platform,473,531,-0.11543616764656792
offset,105,118,-0.11568439899946219
like,217,244,-0.11676314775563797
aud,7,8,-0.11778303565638351
caldera,15,17,-0.11778303565638351
sources,7,8,-0.11778303565638351
affected,7,8,-0.11778303565638351
such,7,8,-0.11778303565638351
article,7,8,-0.11778303565638351
achieve,7,8,-0.11778303565638351
transformations,23,26,-0.11778303565638351
complete,716,808,-0.12072307645887131
simulate,61,69,-0.12136085700426748
end,261,295,-0.12201495056296358
simulated,99,112,-0.12221763272424915
blob,22,25,-0.12260232209233239
frames,60,68,-0.12323264042394809
security,981,1111,-0.12432416645606185
register,89,101,-0.12516314295400605
maintaining,29,33,-0.12516314295400605
modes,14,16,-0.12516314295400605
file,948,1075,-0.1255969421118018
comprehensive,58,66,-0.12715517548524663
key,710,808,-0.12912648725525086
thread,250,285,-0.13053887168806871
java,63,72,-0.13157635778871932
reconnaissance,6,7,-0.13353139262452263
unixnano,6,7,-0.13353139262452263
symmetric,6,7,-0.13353139262452263
looking,13,15,-0.13353139262452263
unsupported,6,7,-0.13353139262452263
retrieves,13,15,-0.13353139262452263
specifies,6,7,-0.13353139262452263
redirected,6,7,-0.13353139262452263
expressions,13,15,-0.13353139262452263
strict,13,15,-0.13353139262452263
affects,6,7,-0.13353139262452263
resulting,13,15,-0.13353139262452263
reload,6,7,-0.13353139262452263
commercial,27,31,-0.13353139262452263
dst,13,15,-0.13353139262452263
writeprocessmemory,13,15,-0.13353139262452263
harvest,6,7,-0.13353139262452263
completing,6,7,-0.13353139262452263
implications,6,7,-0.13353139262452263
team,460,526,-0.13380250554471382
loop,193,221,-0.13481922280895137
certificate,68,78,-0.13534134786976212
provider,54,62,-0.13580154115906176
restoration,26,30,-0.13815033848081718
write,491,564,-0.1383470146541328
connecting,19,22,-0.13976194237515874
infrastructure,259,298,-0.13976194237515874
detecting,39,45,-0.13976194237515874
executing,32,37,-0.14107859825990549
non,144,166,-0.14126006999618074
aws,58,67,-0.14197026127038723
targets,142,164,-0.1431008436406733
awareness,51,59,-0.1431008436406733
writable,12,14,-0.1431008436406733
lists,12,14,-0.1431008436406733
executor,31,36,-0.14518200984449786
endpoint,880,1018,-0.14551940728654536
system,516,597,-0.14554787944220263
recent,18,21,-0.1466034741918754
mount,75,87,-0.1466034741918754
portal,117,136,-0.14929630136246022
active,138,161,-0.15312240210169228
tools,282,329,-0.15364575681728834
surrounding,5,6,-0.15415067982725836
dwsize,5,6,-0.15415067982725836
supplied,5,6,-0.15415067982725836
efficiently,5,6,-0.15415067982725836
capturing,11,13,-0.15415067982725836
windbg,5,6,-0.15415067982725836
finalize,5,6,-0.15415067982725836
blue,17,20,-0.15415067982725836
combine,11,13,-0.15415067982725836
reliable,11,13,-0.15415067982725836
binaryio,5,6,-0.15415067982725836
browsing,5,6,-0.15415067982725836
avoid,35,41,-0.15415067982725836
deserialize,11,13,-0.15415067982725836
withtimeout,5,6,-0.15415067982725836
purple,5,6,-0.15415067982725836
dd,11,13,-0.15415067982725836
decoder,11,13,-0.15415067982725836
protected,70,82,-0.15616073075528253
maintenance,40,47,-0.15762894420358317
asyncio,75,88,-0.1579030294458088
tostring,34,40,-0.15822400521489416
construct,104,122,-0.15822400521489416
stdout,98,115,-0.15847034097177473
println,57,67,-0.15906469462968742
install,80,94,-0.15942773692810208
module,727,853,-0.15963014559188396
submit,131,154,-0.16062319433287583
delivery,39,46,-0.1612681475961223
manipulation,141,166,-0.16216675481549434
drag,16,19,-0.16251892949777494
router,16,19,-0.16251892949777494
listening,16,19,-0.16251892949777494
export,94,111,-0.16462197969455372
head,38,45,-0.16507975035944858
structures,38,45,-0.16507975035944858
authenticity,10,12,-0.1670540846631662
appends,10,12,-0.1670540846631662
unified,10,12,-0.1670540846631662
cpu,21,25,-0.1670540846631662
approaches,10,12,-0.1670540846631662
blocking,10,12,-0.1670540846631662
constructs,26,31,-0.16989903679539747
timestamps,26,31,-0.16989903679539747
scapy,36,43,-0.1732717212740367
tmp,62,74,-0.1743533871447778
match,172,205,-0.17458457429180219
lambda,114,136,-0.1750487974648749
sentiment,46,55,-0.17520408902509063
microsoft,92,110,-0.17693070815907821
rotation,35,42,-0.1776811772374524
visual,76,91,-0.1779831551953564
safety,111,133,-0.17934092865581686
rust,55,66,-0.17934092865581686
finding,146,175,-0.1800514082594155
response,876,1050,-0.180990378504768
degradation,9,11,-0.1823215567939546
sdk,19,23,-0.1823215567939546
virtualization,14,17,-0.1823215567939546
saas,9,11,-0.1823215567939546
microphone,9,11,-0.1823215567939546
collect,109,131,-0.1823215567939546
resilient,14,17,-0.1823215567939546
using,545,656,-0.18506504273970553
legal,28,34,-0.1880522315029396
handling,215,260,-0.18924199963852842
functions,190,230,-0.19014428247516368
initialized,56,68,-0.19105523676270925
doc,18,22,-0.19105523676270925
decoding,13,16,-0.1941560144409575
encoder,13,16,-0.1941560144409575
regression,27,33,-0.1941560144409575
serialized,13,16,-0.1941560144409575
strncpy,13,16,-0.1941560144409575
ux,13,16,-0.1941560144409575
connected,50,61,-0.19530875232076572
chrome,216,263,-0.19605174960585656
typing,220,268,-0.19654867808408633
customer,22,27,-0.19671029424605427
target,847,1032,-0.19734183332773544
parameter,109,133,-0.1973594341584951
health,76,93,-0.19948936041632004
success,230,281,-0.19948936041632004
errorf,139,170,-0.2000211338933556
padlock,17,21,-0.2006706954621511
listings,8,10,-0.2006706954621511
creates,92,113,-0.20359895524123955
outputs,30,37,-0.20359895524123955
configurations,61,75,-0.20359895524123955
logic,254,312,-0.20493964538172704
decoded,34,42,-0.20585205420414876
reliability,25,31,-0.20763936477824452
clusters,12,15,-0.20763936477824452
macos,55,68,-0.2087548138621101
specifically,76,94,-0.21007146974685703
latest,33,41,-0.2113090936672069
unsafe,16,20,-0.2113090936672069
performance,33,41,-0.2113090936672069
minute,20,25,-0.21357410029805904
coordinator,91,113,-0.21440987134545522
porting,45,56,-0.21440987134545522
observe,49,61,-0.21511137961694557
posts,24,30,-0.21511137961694557
similar,153,190,-0.21532082563300076
pathname,32,40,-0.21706450523782753
robust,36,45,-0.21772348384487053
process,554,690,-0.21917171002123545
diagnostic,104,130,-0.2212369730436282
implement,1312,1640,-0.22299121678729467
super,15,19,-0.2231435513142097
inference,19,24,-0.2231435513142097
errno,23,29,-0.2231435513142097
apple,7,9,-0.2231435513142097
exported,15,19,-0.2231435513142097
listing,19,24,-0.2231435513142097
inter,7,9,-0.2231435513142097
newrequestwithcontext,7,9,-0.2231435513142097
mac,59,74,-0.2231435513142097
encrypts,7,9,-0.2231435513142097
justify,11,14,-0.2231435513142097
calculation,11,14,-0.2231435513142097
evade,7,9,-0.2231435513142097
pixels,19,24,-0.2231435513142097
followed,15,19,-0.2231435513142097
delta,7,9,-0.2231435513142097
deployments,19,24,-0.2231435513142097
remote,204,256,-0.22606610575681158
validator,191,240,-0.22730156146287353
validate,316,398,-0.23005964301258283
financial,26,33,-0.23052365861183238
transmitted,22,28,-0.2318016140573243
incoming,45,57,-0.2318016140573243
documentation,90,114,-0.23407262184640004
potential,33,42,-0.2348395910774011
llm,67,85,-0.2348395910774011
exceptions,14,18,-0.2363887780642304
doctype,14,18,-0.2363887780642304
distributed,74,94,-0.2363887780642304
mitre,152,193,-0.2374202376708927
captive,40,51,-0.23767165187711958
presence,25,32,-0.23841102344499823
frame,151,192,-0.23880966805860915
fleet,36,46,-0.2392296890658341
config,2003,2545,-0.23937831691259637
exposure,80,102,-0.24027983355719704
sampling,21,27,-0.2411620568168881
normalized,10,13,-0.2411620568168881
unchanged,10,13,-0.2411620568168881
replaced,10,13,-0.2411620568168881
dimensions,10,13,-0.2411620568168881
ephemeral,10,13,-0.2411620568168881
will,149,190,-0.24163813395037406
containing,94,120,-0.24191365399620018
version,181,231,-0.24273068458951466
threadpoolexecutor,17,22,-0.24512245803298496
ensure,67,86,-0.24640041347847697
encoding,188,241,-0.2471907110970441
structure,191,245,-0.24783616390458124
subprocess,166,213,-0.24798220260509635
add,239,307,-0.24946085963158313
relative,13,17,-0.25131442828090605
enumerates,6,8,-0.25131442828090605
architectures,6,8,-0.25131442828090605
getpid,6,8,-0.25131442828090605
modsecurity,13,17,-0.25131442828090605
month,6,8,-0.25131442828090605
sending,34,44,-0.25131442828090605
weeks,6,8,-0.25131442828090605
design,41,53,-0.25131442828090605
compress,13,17,-0.25131442828090605
filenames,6,8,-0.25131442828090605
bytes,719,925,-0.2516230226360784
manages,44,57,-0.2537805207760996
extraction,113,146,-0.25423413838424086
demonstrates,113,146,-0.25423413838424086
box,30,39,-0.25489224962879004
interface,281,363,-0.25524679669862704
handle,307,397,-0.2563522223108632
established,40,52,-0.25671984684781396
simulates,53,69,-0.25951119548508456
architecture,73,95,-0.2602830982636664
failures,46,60,-0.2607262624632527
mortem,9,12,-0.262364264467491
object,148,193,-0.2639118531178689
indicate,32,42,-0.26469255422708216
statistical,32,42,-0.26469255422708216
flow,98,128,-0.26469255422708216
anomalies,22,29,-0.2657031657330056
nil,449,586,-0.26577723706373096
controller,12,16,-0.2682639865946794
util,25,33,-0.2682639865946794
styled,12,16,-0.2682639865946794
dynamically,12,16,-0.2682639865946794
continuous,38,50,-0.2682639865946794
hook,83,109,-0.2696635669491026
entry,412,541,-0.27181840847861344
tlsconfig,15,20,-0.2719337154836418
absolute,15,20,-0.2719337154836418
finra,15,20,-0.2719337154836418
privacy,34,45,-0.2732933349996813
simulating,18,24,-0.2744368457017603
chunk,56,74,-0.2744368457017603
format,430,567,-0.2760133286174035
qtype,21,28,-0.27625337662815824
incidents,21,28,-0.27625337662815824
foreach,21,28,-0.27625337662815824
strftime,21,28,-0.27625337662815824
preserving,24,32,-0.2776317365982795
systems,114,151,-0.2789483924830264
err,744,985,-0.28027213622307595
purposes,33,44,-0.2803019651541584
created,45,60,-0.28223246768421634
here,293,390,-0.28512779264668425
loss,20,27,-0.2876820724517809
gitguardian,8,11,-0.2876820724517809
combines,5,7,-0.2876820724517809
alive,11,15,-0.2876820724517809
proceed,5,7,-0.2876820724517809
configures,8,11,-0.2876820724517809
httpx,8,11,-0.2876820724517809
stopping,5,7,-0.2876820724517809
inclusion,5,7,-0.2876820724517809
streamhandler,11,15,-0.2876820724517809
performing,5,7,-0.2876820724517809
digest,20,27,-0.2876820724517809
bound,8,11,-0.2876820724517809
pop,5,7,-0.2876820724517809
include,541,723,-0.2895253909460701
framework,281,376,-0.29033811650989716
profiles,85,114,-0.2905848321097423
fake,82,110,-0.2906895935157362
transfer,82,110,-0.2906895935157362
limiting,37,50,-0.29423947299793995
identification,34,46,-0.294799540220645
breach,28,38,-0.2962658161431723
align,28,38,-0.2962658161431723
temp,57,77,-0.2962658161431723
orchestrates,28,38,-0.2962658161431723
pipelines,28,38,-0.2962658161431723
utilities,25,34,-0.2972515234679316
cursor,25,34,-0.2972515234679316
executes,45,61,-0.29849298855599654
for,6869,9259,-0.29853994242383003
templates,42,57,-0.2992428948528568
matches,122,165,-0.2998034329841257
automated,162,219,-0.2998773455455991
force,19,26,-0.3001045924503381
common,84,114,-0.3022808718729336
optional,731,990,-0.3029340203686764
content,853,1157,-0.30451846434437063
var,184,250,-0.305097114053459
audio,125,170,-0.30538164955118186
unless,13,18,-0.30538164955118186
hashmap,13,18,-0.30538164955118186
distinguish,13,18,-0.30538164955118186
our,2161,2934,-0.30567373406304316
functionality,80,109,-0.3060312111199775
socket,451,615,-0.3095647837012886
reuse,10,14,-0.31015492830383956
distributions,10,14,-0.31015492830383956
numbers,10,14,-0.31015492830383956
abstractmethod,10,14,-0.31015492830383956
identifying,21,29,-0.31015492830383956
processes,76,104,-0.31015492830383956
benchmarking,10,14,-0.31015492830383956
indicators,109,149,-0.31015492830383956
username,231,316,-0.31216440221097064
local,361,494,-0.31291355074291916
over,67,92,-0.3130917879771492
duration,152,209,-0.31666960932503324
echo,98,135,-0.3175350356014621
suite,138,190,-0.317799494915938
invalid,79,109,-0.3184537311185346
handled,7,10,-0.3184537311185346
manage,15,21,-0.3184537311185346
managing,7,10,-0.3184537311185346
evaded,7,10,-0.3184537311185346
warnings,7,10,-0.3184537311185346
toml,7,10,-0.3184537311185346
subdomain,31,43,-0.3184537311185346
mimemultipart,15,21,-0.3184537311185346
vpn,7,10,-0.3184537311185346
sections,49,68,-0.3220834991691133
base,70,97,-0.32228760162925646
web,163,226,-0.3250835896572043
lsb,25,35,-0.32542240043462795
uname,12,17,-0.32542240043462795
organizational,12,17,-0.32542240043462795
rights,12,17,-0.32542240043462795
academic,12,17,-0.32542240043462795
hash,144,200,-0.32657116563850125
passwords,30,42,-0.3272129112084162
tool,210,292,-0.3283144755410007
minimum,17,24,-0.32850406697203605
integration,143,199,-0.32850406697203605
charset,17,24,-0.32850406697203605
optimization,17,24,-0.32850406697203605
stream,58,81,-0.3291818033585337
methods,209,291,-0.32964627155081305
secure,104,145,-0.32964627155081305
vm,27,38,-0.3313571359544425
testing,520,725,-0.33179997307142917
implementing,32,45,-0.3321338350226148
scheduled,32,45,-0.3321338350226148
polling,47,66,-0.3334916084830752
stat,105,147,-0.3337731796520479
filenotfounderror,9,13,-0.3364722366212129
mss,24,34,-0.3364722366212129
readfile,19,27,-0.3364722366212129
applying,9,13,-0.3364722366212129
prod,19,27,-0.3364722366212129
hardening,14,20,-0.3364722366212129
patches,9,13,-0.3364722366212129
holds,19,27,-0.3364722366212129
implements,64,90,-0.3364722366212129
wild,4,6,-0.3364722366212129
diagnostics,89,125,-0.3364722366212129
lstdflags,9,13,-0.3364722366212129
networks,24,34,-0.3364722366212129
maxsize,4,6,-0.3364722366212129
associated,14,20,-0.3364722366212129
padded,14,20,-0.3364722366212129
initiating,4,6,-0.3364722366212129
computing,19,27,-0.3364722366212129
decodes,9,13,-0.3364722366212129
should,664,930,-0.3364722366212129
bypassing,4,6,-0.3364722366212129
schemes,4,6,-0.3364722366212129
scope,103,145,-0.3392157225669638
link,46,65,-0.33950714031636686
study,31,44,-0.34092658697059314
ctx,181,255,-0.34117075740276714
needed,80,113,-0.34174929372205676
signal,102,144,-0.3420047541909387
requested,21,30,-0.34294475112683037
risk,55,78,-0.3440961617318723
review,201,284,-0.3442214828674458
data,1239,1749,-0.3445044083184773
git,16,23,-0.34484048629172953
hide,33,47,-0.34484048629172953
failure,91,129,-0.34574587340654206
service,650,919,-0.3458640278345168
unauthorized,69,98,-0.34662460808523093
because,88,125,-0.3476455372193381
practices,11,16,-0.3483066942682157
sniff,11,16,-0.3483066942682157
powershell,47,67,-0.3483066942682157
respect,11,16,-0.3483066942682157
refresh,30,43,-0.35020242943311486
agents,30,43,-0.35020242943311486
including,68,97,-0.35086097407331257
https,332,472,-0.3509528985114892
conditional,18,26,-0.35139788683788864
paths,96,137,-0.35254270665382187
os,557,793,-0.3527244988658248
nodes,25,36,-0.3528213746227424
form,237,338,-0.3537294337089756
post,359,512,-0.3541718137206139
fields,126,180,-0.35430994480723454
context,410,585,-0.35472657508077804
otherwise,53,76,-0.3548213752894095
seconds,114,163,-0.35493429946094845
req,142,203,-0.3552753635843092
processing,149,213,-0.3553407209255958
stored,74,106,-0.3553407209255958
personal,13,19,-0.35667494393873245
typical,6,9,-0.35667494393873245
struct,377,539,-0.35667494393873245
wants,6,9,-0.35667494393873245
vary,6,9,-0.35667494393873245
mimetext,6,9,-0.35667494393873245
pentest,6,9,-0.35667494393873245
proper,127,182,-0.3574558889218038
retrieve,64,92,-0.35821222325761876
def,3054,4373,-0.3588983296310174
import,2599,3724,-0.3595554068040865
updated,29,42,-0.36000273403140703
and,4580,6569,-0.36059651759191413
background,199,286,-0.36116484921158437
staticmethod,38,55,-0.36179004460550285
posture,15,22,-0.36290549368936853
center,47,68,-0.36290549368936853
logged,31,45,-0.36290549368936853
red,65,94,-0.36422214957411525
ssid,74,107,-0.3646431135879093
direct,49,71,-0.3646431135879093
bits,33,48,-0.36545977349446523
thresholds,17,25,-0.3677247801253174
draggable,8,12,-0.3677247801253174
identifiers,17,25,-0.3677247801253174
third,8,12,-0.3677247801253174
uptime,17,25,-0.3677247801253174
payload,543,785,-0.368007545573264
monitoring,286,414,-0.3687963044710772
deploy,86,125,-0.3703737882968943
collects,19,28,-0.371563556432483
maintains,19,28,-0.371563556432483
had,19,28,-0.371563556432483
backoff,50,73,-0.3722394604798441
includes,63,92,-0.373716409793584
fall,10,15,-0.3746934494414107
unmarshal,10,15,-0.3746934494414107
analyzing,10,15,-0.3746934494414107
dicts,10,15,-0.3746934494414107
raises,10,15,-0.3746934494414107
azure,10,15,-0.3746934494414107
contexts,21,31,-0.3746934494414107
user,397,579,-0.3765760982560273
tuples,12,18,-0.37948962170490375
tag,25,37,-0.37948962170490375
assessments,38,56,-0.37948962170490375
states,12,18,-0.37948962170490375
queried,12,18,-0.37948962170490375
sys,170,249,-0.3797973613595865
compression,40,59,-0.3807724955177929
interval,83,122,-0.3813675565291038
classmethod,14,21,-0.3829922522561059
sccm,14,21,-0.3829922522561059
shell,61,90,-0.38372512147175847
assignment,16,24,-0.3856624808119846
emails,16,24,-0.3856624808119846
accuracy,16,24,-0.3856624808119846
writes,35,52,-0.3867729750960119
point,189,279,-0.38776553100876343
locked,18,27,-0.38776553100876343
queries,98,145,-0.38848677157374645
need,621,917,-0.389257297881311
resolver,41,61,-0.3894647667617233
through,198,293,-0.39027494261418927
rules,359,531,-0.39053945789148875
formatted,22,33,-0.39086630868701167
unknown,72,107,-0.3916717859758286
production,126,187,-0.39225487637135803
flags,103,153,-0.3925617032722565
points,51,76,-0.3925617032722565
recipient,53,79,-0.3930425881096072
keys,117,174,-0.3941013494578493
release,40,60,-0.3973017974690035
character,44,66,-0.3980301296206462
state,277,414,-0.4006574065400612
tcp,106,159,-0.4023449807719208
hidden,99,149,-0.40546510810816444
normalization,15,23,-0.40546510810816444
descriptor,9,14,-0.40546510810816444
sequential,13,20,-0.40546510810816444
strlen,11,17,-0.40546510810816444
en,13,20,-0.40546510810816444
referencing,11,17,-0.40546510810816444
differences,5,8,-0.40546510810816444
rwmutex,5,8,-0.40546510810816444
throw,17,26,-0.40546510810816444
rescuetime,7,11,-0.40546510810816444
keep,21,32,-0.40546510810816444
volumes,13,20,-0.40546510810816444
answers,5,8,-0.40546510810816444
linux,99,149,-0.40546510810816444
supported,15,23,-0.40546510810816444
characteristics,43,65,-0.40546510810816444
catching,5,8,-0.40546510810816444
cofense,5,8,-0.40546510810816444
meta,27,41,-0.40546510810816444
initiated,5,8,-0.40546510810816444
debugger,17,26,-0.40546510810816444
coordinate,7,11,-0.40546510810816444
drop,13,20,-0.40546510810816444
splitlines,5,8,-0.40546510810816444
feeds,7,11,-0.40546510810816444
translated,5,8,-0.40546510810816444
phrasing,5,8,-0.40546510810816444
openai,35,53,-0.40546510810816444
formatting,21,32,-0.40546510810816444
shutdown,81,122,-0.40546510810816444
sleep,119,179,-0.40546510810816444
shutting,7,11,-0.40546510810816444
wrapped,5,8,-0.40546510810816444
wrapping,11,17,-0.40546510810816444
address,400,604,-0.41126703072427234
func,309,467,-0.41189599843845487
range,154,233,-0.41189599843845487
loading,48,73,-0.4122447950935431
vec,44,67,-0.41284521540578695
copy,94,143,-0.41593640797545983
timeline,30,46,-0.41616039722491244
python,646,981,-0.4172450138535654
names,76,116,-0.4183685129440723
components,49,75,-0.41871033485818493
policy,266,405,-0.41910450120148307
errors,120,183,-0.4191452120122445
optionally,20,31,-0.42121346507630353
png,41,63,-0.42121346507630353
space,39,60,-0.42199441005937505
serialization,18,28,-0.4228568508200336
synthesis,18,28,-0.4228568508200336
answer,69,106,-0.42433359241254726
pattern,717,1097,-0.4247760530212517
ok,67,103,-0.42488319396526597
directly,31,48,-0.42608439531090014
modern,31,48,-0.42608439531090014
cmdline,14,22,-0.4274440148269396
hygiene,14,22,-0.4274440148269396
sla,14,22,-0.4274440148269396
from,2043,3134,-0.4277205017434261
files,302,464,-0.42830460007798715
pathlib,126,194,-0.4288124721051555
limited,12,19,-0.4307829160924542
svc,12,19,-0.4307829160924542
dict,1049,1615,-0.43116379592947157
statistics,49,76,-0.4317824164255378
sh,23,36,-0.43286408229627876
session,475,733,-0.4330911743830955
call,334,516,-0.43391234268336265
regex,67,104,-0.4344526449814166
scripts,67,104,-0.4344526449814166
anthropic,10,16,-0.4353180712578455
writefile,10,16,-0.4353180712578455
overflow,10,16,-0.4353180712578455
downstream,10,16,-0.4353180712578455
healthy,10,16,-0.4353180712578455
readiness,10,16,-0.4353180712578455
datadog,10,16,-0.4353180712578455
maintain,74,115,-0.43610207757005415
stdio,19,30,-0.43825493093115525
reachable,19,30,-0.43825493093115525
sprintf,79,123,-0.43825493093115525
contents,48,75,-0.4389130421757044
formats,28,44,-0.43936665978384565
at,408,634,-0.4399098428498898
started,46,72,-0.4403118394383325
index,64,100,-0.4407332469456223
partner,8,13,-0.4418327522790392
readall,8,13,-0.4418327522790392
hover,8,13,-0.4418327522790392
major,8,13,-0.4418327522790392
assigned,8,13,-0.4418327522790392
with,2880,4494,-0.44482821182119225
css,47,74,-0.4462871026284195
business,15,24,-0.4462871026284195
dataclasses,166,260,-0.4465265949059384
output,466,729,-0.44671527647353954
alert,125,196,-0.44692182178651046
tls,77,121,-0.4473122180436647
changes,29,46,-0.44895022004790314
notifications,6,10,-0.4519851237430572
vendors,6,10,-0.4519851237430572
switches,6,10,-0.4519851237430572
comparing,6,10,-0.4519851237430572
rule,193,304,-0.45245361754408353
pointer,53,84,-0.45366720992604215
mounted,39,62,-0.45425527227759643
go,153,242,-0.4561088409269193
devops,18,29,-0.456758402495715
connection,403,637,-0.45692340538363985
submission,111,176,-0.4576508612787345
dynamic,30,48,-0.4578330936254803
hiding,42,67,-0.4583075894825443
threats,11,18,-0.4595323293784402
stress,23,37,-0.4595323293784402
share,11,18,-0.4595323293784402
atomic,40,64,-0.4608152031913293
generic,28,45,-0.46134556650262093
clear,45,72,-0.4618180446592962
rendered,16,26,-0.46262352194811296
starts,33,53,-0.46262352194811296
my,264,420,-0.4629030076961592
to,4727,7521,-0.46432977994434765
configpath,26,42,-0.46536324968923337
provided,53,85,-0.46536324968923337
commands,58,93,-0.46575733836428446
threading,176,281,-0.46575733836428446
license,31,50,-0.46608972992459924
dlfcn,4,7,-0.4700036292457356
instances,14,23,-0.4700036292457356
improving,4,7,-0.4700036292457356
previously,4,7,-0.4700036292457356
significant,9,15,-0.4700036292457356
plaintext,44,71,-0.4700036292457356
replacing,4,7,-0.4700036292457356
memset,9,15,-0.4700036292457356
serving,9,15,-0.4700036292457356
unpack,14,23,-0.4700036292457356
jobs,9,15,-0.4700036292457356
independently,4,7,-0.4700036292457356
vars,14,23,-0.4700036292457356
standardized,9,15,-0.4700036292457356
daemon,127,204,-0.470979715218791
crypto,77,124,-0.47160491061270937
processor,27,44,-0.4744579795951158
sync,91,147,-0.4754236967150748
ingestion,22,36,-0.4754236967150748
minimize,22,36,-0.4754236967150748
information,71,115,-0.4769240720903093
effective,17,28,-0.4769240720903093
parse,254,410,-0.4773296693378084
captures,66,107,-0.47743860773325364
returns,368,594,-0.4777647615051025
apply,152,246,-0.47895041523554177
flex,25,41,-0.4795730802618862
define,59,96,-0.48036641628128207
generation,216,350,-0.48088886992540625
reply,33,54,-0.48097266061630956
df,7,12,-0.48550781578170077
preservation,7,12,-0.48550781578170077
preserves,7,12,-0.48550781578170077
five,7,12,-0.48550781578170077
intune,7,12,-0.48550781578170077
persist,15,25,-0.48550781578170077
retrieval,31,51,-0.48550781578170077
purpose,71,116,-0.48550781578170077
focuses,23,38,-0.48550781578170077
translation,23,38,-0.48550781578170077
polls,7,12,-0.48550781578170077
closes,7,12,-0.48550781578170077
pypi,7,12,-0.48550781578170077
dn,7,12,-0.48550781578170077
essential,15,25,-0.48550781578170077
api,633,1034,-0.4901077512622436
none,964,1575,-0.49051716907883847
millisecond,10,17,-0.49247648509779407
pcap,10,17,-0.49247648509779407
serif,10,17,-0.49247648509779407
virtualallocex,10,17,-0.49247648509779407
procedure,10,17,-0.49247648509779407
nonce,32,53,-0.49247648509779407
prepend,10,17,-0.49247648509779407
next,57,94,-0.49343388105412145
decode,104,171,-0.4935341266559297
exec,85,140,-0.49441259412466054
test,1808,2965,-0.49444003730258224
self,6363,10446,-0.49565774537983043
short,13,22,-0.496436886313891
recipients,16,27,-0.4989911661189879
track,33,55,-0.4989911661189879
groups,16,27,-0.4989911661189879
display,110,182,-0.4999559515290868
class,1360,2244,-0.5004857975248885
while,116,192,-0.5005162541071293
employees,22,37,-0.5020919437972361
reason,22,37,-0.5020919437972361
constant,22,37,-0.5020919437972361
logging,744,1230,-0.5021979078048939
packets,25,42,-0.5031035776720805
task,245,406,-0.5034816495102321
ssh,49,82,-0.5068176023684517
structured,130,217,-0.5092977395879376
char,199,332,-0.5098251234324072
verification,232,387,-0.5099668860575729
use,646,1077,-0.5105164569680419
automate,5,9,-0.5108256237659907
applies,26,44,-0.5108256237659907
pagination,5,9,-0.5108256237659907
products,14,24,-0.5108256237659907
poll,38,64,-0.5108256237659907
global,8,14,-0.5108256237659907
conversion,5,9,-0.5108256237659907
urlerror,5,9,-0.5108256237659907
maintained,5,9,-0.5108256237659907
labs,5,9,-0.5108256237659907
uniform,11,19,-0.5108256237659907
repository,35,59,-0.5108256237659907
cs,92,154,-0.5108256237659907
unreachable,8,14,-0.5108256237659907
meets,5,9,-0.5108256237659907
mr,5,9,-0.5108256237659907
asymmetric,5,9,-0.5108256237659907
hides,5,9,-0.5108256237659907
core,154,258,-0.513402944780291
title,124,208,-0.5140205146625099
width,51,86,-0.5146644000731563
how,266,446,-0.5153099362133192
by,532,892,-0.5160651567106544
password,289,485,-0.5163277009199742
buf,64,108,-0.5169606123335067
reader,30,51,-0.517256514096281
select,89,150,-0.5174701664846592
keyboardinterrupt,27,46,-0.5179430915348546
hooks,49,83,-0.5187937934151675
lab,695,1169,-0.5194093674573821
hostapd,43,73,-0.5198754592859085
curl,21,36,-0.5198754592859085
approved,37,63,-0.5212969236332861
